verse,story
"When you knock at the door of Reality, it will be opened to you: beat the pinion of thought, in order that you may be made a king-falcon. The pinion of your thought has become mud-stained and heavy because you are a clayeater: clay has become to you as bread. Bread and meat are (originally) clay: eat little thereof, that you may not remain in the earth, like clay. When you become hungry, you become a dog: you become fierce and ill-tempered and ill-natured. When you have eaten your fill, you have become a carcase: you have become devoid of understanding and without feet (inert), like a wall.",8
"So at one time you are a carcase and at another time a dog: how will you run well in the road of the lions (follow the saints)? Know that your only means of hunting is the dog (the animal soul): throw bones to the dog but seldom, Because when the dog has eaten its fill, it becomes rebellious: how should it run to the goodly chase and hunt? Want of food was leading the Arab to that (exalted) court, and (there) he found his fortune. We have related in the (foregoing) story the kindness shown by the King to that needy one who had no refuge.",8
"Whatsoever the man in love (with God) speaks, the scent of Love is springing from his mouth into the abode of Love. If he speak (formal) theology, it all turns to (spiritual) poverty: the scent of poverty comes from that man of sweet and beguiling discourse. And if he speak infidelity, it has the scent of (the true) religion, and if he speak doubtfully, his doubt turns to certainty. The perverse froth that has risen from a sea of sincerity— that turbid (froth) has been set out by the pure source. Know that its froth is pure and worthy: know that it is like revilement from the lips of the beloved,",8
"Whose unsought reproaches have become sweet (to the lover) for the sake of her cheek which he desires. If he (the lover of God) speak falsehood, it seems (like) the truth. O (fine) falsehood that would adorn (even) the truth! If you cook (a confection) of sugar in the form of a loaf of bread, it will taste of candy, not of bread, while you are sucking it. If a true believer find a golden idol, how should he leave it (there) for the sake of a worshipper? Nay, he will take it and cast it into the fire: he will break (destroy) its borrowed (unreal) form,",8
"In order that the idol-shape may not remain on the gold, because Form hinders and waylays (those who seek Reality). The essence of its gold is the essence of Lordship (Divinity): the idol-stamp on the sterling gold is borrowed (unreal). Do not burn a blanket on account of a flea, and do not let the day go (to waste) on account of every gnat's headache. You are an idol-worshipper when you remain in (bondage to) forms: leave its (the idol's) form and look at the reality. If you are a man (bound) for the Pilgrimage, seek a pilgrim (as your) companion, whether he be a Hindoo or a Turcoman or an Arab.",8
"Do not look at his figure and colour, look at his purpose and intention. If he is black, (yet) he is in accord with you: call him white, for (spiritually) his complexion is the same as yours. This story has been told up and down (confusedly), like the doings of lovers, without foot (end) or head (beginning). It hath no head, inasmuch as it existed before eternity; it hath no foot: it has (always) been akin to everlastingness. Nay, it is like water: every drop thereof is both head and foot, and at the same time without both.",8
"This is not a story, mark you! God forbid! This is the ready money (presentation, here and now) of my state and yours. Consider (it) well, Because the Súfí is grand and glorious (in his spiritual vision): whatever is past is not remembered (does not enter his mind). We are both the Arab and the jug and the King; we are all: he that has been turned away from it (the Truth) shall be turnedaway. Know that the husband is Reason, and the wife is greed and cupidity: these twain are dark and deniers (of Reason); Reason is the (bright) candle. Now hear the origin of their denial, whence it arose: (it arose) from the fact that the Whole hath various parts.",8
"The parts of the Whole are not parts in relation to the Whole — (they are) not like the scent of the rose, which is a part of the rose. The beauty of (all) green herbs is a part of the Rose's beauty, the coo of the turtle-dove is a part of that Nightingale. If I become occupied with a difficulty (difficult question) and the answer (explanation), how shall I be able to give water to the thirsty? If you are wholly perplexed and in straits, have patience: patience is the key to joy. Abstain from (distracting) thoughts, abstain: thought is (like) the lion and the wild ass, and (men's) hearts are the thickets (which they haunt).",8
"Acts of abstinence are superior to medicines, because scratching is an increase (aggravation) of the itch. Assuredly abstinence is the first principle of medicine: abstain, and behold the strength of the spirit. Receive these words, like the (open) ear, that I may make for you an earring of gold: (Then) you will become a ring in the ear of (devoted to) the Moon that works in gold, you will ascend to the moon and the Pleiades. First, hear (and learn) that the diverse created beings are spiritually different, from yá (Y) to alif (A).",8
"Amongst the various letters there is a confusion and uncertainty, though from one point of view they are (all) one from head (beginning) to foot (end). From one aspect they are opposites, and from one aspect they are unified; from one aspect they are jest, and from one aspect they are earnest. Therefore the Resurrection is the day of the supreme inspection: inspection is desired by him (only) who is glorious and splendid. Whoever is like a fraudulent Hindoo, for him the day of inspection is the time of exposure. Inasmuch as he hath not a face like the sun, he desires nothing but night (to cover him) like a veil.",8
"Since his thorn hath not a single rose-leaf, Spring is the enemy of his conscience, While to one that is roses and lilies from head to foot Spring is (welcome as) a pair of bright eyes. The unspiritual thorn wishes for autumn, for autumn, in order that it may jostle with (contend as a rival with) the rose-garden, And that it (autumn) may hide the beauty of that (the rose) and the shame of this (the thorn), so that you may not see the colour of that and the colour of this. Therefore autumn is its (the thorn's) Spring and life, (for then) the (worthless) stone and the pure ruby appear one.",8
"The Gardener knows that (difference) even in autumn, but the One's sight is better than the world's sight. Truly that One Person is (essentially) the (whole) world: he is unaware of evil (does not know evil as such). The stars, every one, are all part of the Moon. Therefore every fair form and shape (in the world) is crying, “Good news! good news! Lo, here comes the Spring.” So long as the blossom is shining like a coat of mail, how should the fruits display their knobs? When the blossom is shed, the fruit comes to a head: when the body is shattered, the spirit lifts up its head.",8
"The fruit is the reality, the blossom is its form: the blossom is the good news, the fruit is the bounty (given as a reward) for it. When the blossom was shed, the fruit became visible: when that diminished this began to increase. How should bread give strength until it is broken? How should uncrushed clusters (of grapes) yield wine? Unless myrobalan is pounded up with medicines, how should the medicines by themselves become health-increasing (act as tonics)? Concerning the qualities of the Pír (Spiritual Guide) and (the duty of) obedience to him. O Splendour of the Truth, Husámu’ddín, take one or two sheets of paper and add (them to the poem) in description of the Pír.",8
"Although thy slender body hath no strength, yet without the sun (of thy spirit) we have no light. Although thou hast become the lighted wick and the glass (lamp), yet thou art the heart's leader (the Spiritual Guide): thou art the end of the thread (which serves as a clue). Inasmuch as the end of the thread is in thy hand and will, the beads (of spiritual knowledge) on the heart's necklace are (derived) from thy bounty. Write down what appertains to the Pír (Guide) who knows the Way:—Choose the Pír and regard him as the essence of the Way. The Pír is (like) summer, and (other) people are (like) the autumn month; (other) people are like night, and the Pír is the moon.",9
"I have bestowed on (my) young Fortune (Husámu’ddín) the name of Pír (old), because he is (made) old by the Truth, not (made) old by Time. So old is he that he hath no beginning: there is no rival to such a unique Pearl. Verily, old wine grows more potent; verily, old gold is more highly prized. Choose a Pír, for without a Pír this journey is exceeding full of woe and affright and danger. Without an escort you are bewildered (even) on a road you have travelled many times (before):",9
"Do not, then, travel alone on a Way that you have not seen at all, do not turn your head away from the Guide. Fool, if his shadow (protection) be not over you, then the cry of the ghoul will keep you (wandering about) with your head in a whirl. The ghoul will (entice you) from the Way (and) cast you into destruction: there have been in this Way many craftier than you (who have perished miserably). Hear (learn) from the Qur’án the perdition of the wayfarers, what the evil-souled Iblís did unto them: He carried them far—a journey of hundreds of thousands of years—from the Highway, and made them backsliders and naked (devoid of good works).",9
"Behold their bones and their hair! Take warning, and drive not your ass towards them! Seize the neck of your ass (the flesh) and lead him towards the Way, towards the good keepers and knowers of the Way. Beware! do not let your ass go, and do not remove your hand from him, because his love is for the place where green herbs are plentiful. If you carelessly leave him free for one moment, he will go (many) leagues in the direction of the herbage. The ass is an enemy to the Way, (he is) madly in love with fodder: oh, many is the attendant on him that he has brought to ruin!",9
"If you know not the Way, whatsoever the ass desires, do the contrary thereof: that, surely, will be the right Way. (The Prophet said), “Consult them (women), and then oppose (them in what they advise): he that disobeys them not will be ruined.” Be not a friend to (sensual) passion and desire, since it leads you astray from the Way of God. Nothing in the world will break (mortify) this passion like the shadow (protection) of fellow-travellers. How the Prophet, on whom be peace, enjoined ‘Alí—may God make his person honoured—saying, “When every one seeks to draw nigh to God by means of some kind of devotional act, do thou seek the favour of God by associating with His wiseand chosen servant, that thou mayst be the first of all to arrive (to gain access to Him).” The Prophet said to ‘Alí, “O ‘Alí, thou art the Lion of God, thou art a courageous knight,",9
"But do not even rely upon thy lion-heartedness: come into the shade of the palm tree of hope. Come into the shade (protection) of the Sage whom no conveyer can carry off from the Way. His shadow on the earth is like Mount Qáf, his spirit is (like) the Símurgh that circles (soars) exceedingly high. If I should tell of his qualities until the Resurrection, do not seek (expect) any conclusion and end to them. The (Divine) Sun has veiled Himself in Man: apprehend (this mystery), and God knows best what is right.",9
"O ‘Alí, above all devotional acts in the Way (of God) do thou choose the shadow (protection) of the servant of God. Every one took refuge in some act of devotion and discovered for themselves some means of deliverance. Go thou, take refuge in the shadow of the Sage, that thou mayst escape from the Enemy that opposes (thee) in secret. Of all acts of devotion this is the best for thee: (thereby) thou wilt gain precedence over every one that has outstripped (the rest).” When the Pír has accepted thee, take heed, surrender thyself (to him): go, like Moses, under the authority of Khizr.",9
"Bear patiently whatever is done by a Khizr who is without hypocrisy, in order that Khizr may not say, “Begone, thisis (our) parting.” Though he stave in the boat, do not speak a word; though he kill a child, do not tear thy hair. God has declared that his (the Pír's) hand is as His own, since He gave out (the words) the Hand of God is above their hands. The Hand of God causes him (the child) to die and (then) brings him to life. What of life? He makes him a spirit everlasting.If any one, by rare exception, traversed this Way alone (without a Pír), he arrived (at his goal) through the help (and favour) of the hearts of the Pírs.",9
"The hand of the Pír is not withdrawn from the absent (those who are not under his authority): his hand is naught but the grasp of God. Inasmuch as they give such a robe of honour to the absent, (what must they give their disciples?): undoubtedly the present are better than the absent. Since they are bestowing (spiritual) food on the absent, see what bounties they must lay before one who is present. Where is one that girds himself (for service) before them to (i.e. how far superior is he to) one that is outside the door? When thou hast chosen thy Pír, be not faint-hearted, be not weak as water and crumbly as earth.",9
"If thou art enraged by every blow, then how wilt thou become a (clear) mirror without being polished? How the man of Qazwín was tattooing the figure of a lion in blue on his shoulders, and (then) repenting because of the (pain of the) needle-pricks. Hear from the narrator this story about the way and custom of the people of Qazwín. They tattoo themselves in blue with the point of a needle on body and hand and shoulders, so as to suffer no injury. A certain man of Qazwín went to a barber and said, “Tattoo me (and) do it charmingly (artistically).” “O valiant sir,” said he, “what figure shall I tattoo?” He answered, “Prick in the figure of a furious lion.",9
"Leo is my ascendant: tattoo the form of a lion. Exert yourself, prick in plenty of the blue dye.” “On what place,” he asked, “shall I tattoo you?” Said he, “Prick the design of the beauty on my shoulder-blade.” As soon as he began to stick in the needle, the pain of it settled in the shoulder, And the hero fell a-moaning—“O illustrious one, you have killed me: what figure are you tattooing?” “Why,” said he, “you bade me do a lion.” “What limb (of the lion),” asked the other, “did you begin with?”",10
"“I have begun at the tail,” said he. “O my dear friend,” he cried, “leave out the tail! My breath is stopped by the lion's tail and rump: his rump has tightly closed (choked) my windpipe. Let the lion be without a tail, O lion-maker, for my heart is faint from the blows of the prong (the tattooer's needle).” That person commenced to prick in (the blue) on another part (of the man's shoulder) without fear, without favour, without mercy. He yelled—“Which of his members is this?” “This is his ear, my good man,” the barber replied.",10
"“O Doctor,” said he, “let him have no ears: omit the ears and cut the frock short.” The barber began to insert (his needle) in another part: once more the man of Qazwín set out to wail, Saying, “What is the member (you are pricking in) now on this third spot?” He replied, “This is the lion's belly, my dear sir.” “Let the lion have no belly,” said he: “what need of a belly for the picture that is (already) sated?” The barber became distraught and remained in great bewilderment: he stood for a long time with his fingers in his teeth;",10
"Then the master flung the needle to the ground and said, “Has this happened to any one in the world? Who (ever) saw a lion without tail and head and belly? God himself did not create a lion like this.” O brother, endure the pain of the lancet, that you may escape from the poison of your miscreant self (nafs), For sky and sun and moon bow in worship to the people who have escaped from self existence. Any one in whose body the miscreant self has died, sun and cloud obey his command.",10
"Since his heart has learned to light the candle (of spiritual knowledge and love), the sun cannot burn him. God hath made mention of the rising sun as turning aside— like that—from their cave. The thorn becomes entirely beautiful, like the rose, in the sight of the particular that is going towards the Universal. What is (the meaning of) to exalt and glorify God? To deem yourself despicable and (worthless) as dust. What is (the meaning of) to learn the knowledge of God's unity? To consume yourself in the presence of the One.",10
"If you wish to shine like day, burn up your night-like self-existence. Melt away your existence, as copper (melts away) in the elixir, in the being of Him who fosters (and sustains) existence. You have fastened both your hands tight on (are determined not to give up) “I” and “we”: all this (spiritual) ruin is caused by dualism. How the wolf and fox went to hunt in attendance on the lion. A lion, wolf, and fox had gone to hunt in the mountains in quest (of food), That by supporting each other they might tie fast the bonds and fetters (of captivity) on the hunted animals,",10
"And all three together might seize much and great quarry in that deep wilderness. Although the fierce lion was ashamed of them (the wolf and fox), yet he did them honour and gave them his company on the way. To a king like this the (escort of) soldiers are an annoyance, but he accompanied them: a united party is a mercy (from God). A moon like this is disgraced by the stars: it is amongst the stars for generosity's sake. The (Divine) command, Consult them, came to the Prophet, though no counsel is to be compared with his own.",10
"In the scales barley has become the companion of gold, (but that is) not because barley has become a substance like gold. The spirit has now become the body's fellow-traveller: the dog has become for a time the guardian of the palace-gate. When this party (the wolf and fox) went to the mountains at the stirrup (side) of the lion majestic and grand, They found a mountain-ox and goat and fat hare, and their business went forward (prosperously). Whoever is on the heels of him that is a lion in combat, roast-meat does not fail him by day or by night.",10
"When they brought them (the animals which they had caught) from the mountains to the jungle, killed and wounded and dragging along in (streams of) blood, The wolf and fox hoped that a division (of the prey) would be made according to the justice of emperors. The reflexion of the hope of both of them struck the lion: the lion knew (what was) the ground for those hopes. Any one that is the lion and prince of (spiritual) mysteries, he will know all that the conscience thinks. Beware! Guard thyself, O heart disposed to thinking, from any evil thought in his presence.",10
"He knows and keeps riding on silently: he smiles in thy face in order to mask (his feelings). When the lion perceived their bad ideas, he did not declare (his knowledge), and paid (courteous) regard (to them) at the time, But he said to himself, “I will show you what (chastisement) ye deserve, O beggarly villains! Was my judgement not enough for you? Is this your opinion of my bounty, O ye whose understanding and judgement are (derived) from my judgement and from my world-adorning gifts?",10
"What else (but good) should the picture think of the painter, since he bestowed thought and knowledge upon it? Had ye such a vile opinion of me, O ye who are a scandal to the world? I will strike off the hypocritical heads of them that think ill of God. I will deliver the Sphere (of Time) from your disgrace, so that this tale shall remain in the world (as a warning).” While thus meditating, the lion continued to smile visibly: do not trust the smiles of the lion!",10
"Worldly wealth is (like) the smiles of God: it has made us drunken and vainglorious and threadbare (deprived of the means of salvation). Poverty and distress are better for thee, O lord, for (then) that smile will remove its lure. How the lion made trial of the wolf and said, “Come forward, O wolf, and divide the prey amongst us.” The lion said, “O wolf, divide this (prey): O old wolf, make justice new (give it new life by thy example). Be my deputy in the office of distributor, that it may be seen of what substance thou art.” “O King,” said he, “the wild ox is thy share: he is big, and thou art big and strong and active.",10
"The goat is mine, for the goat is middle and intermediate; do thou, O fox, receive the hare, and no mistake!” The lion said, “O wolf, how hast thou spoken? Say! When I am here, dost thou speak of ‘I’ and ‘thou’? Truly, what a cur the wolf must be, that he regarded himself in the presence of a lion like me who am peerless and unrivalled!” (Then) he said, “Come forward, O thou self-esteeming ass!” He approached him, the lion seized him with his claws and rent him. Inasmuch as he (the lion) did not see in him the kernel of right conduct, he tore the skin off his head as a punishment.",10
"He said, “Since the sight of me did not transport thee out of thyself, a spirit like this (thine) must needs die miserably. Since thou wert not passing away (from thyself) in my presence, ’twas an act of grace to smite thy neck (behead thee).” Everything is perishing except His face: unless thou art in His face (essence), do not seek to exist. When any one has passed away (from himself) in my face (essence), (the words) everything is perishing are not applicable (to him), Because he is in except, he has transcended not (nonentity): whosoever is in except has not passed away (perished).",10
"Whosoever is uttering ‘I’ and ‘we’ at the door (of the Divine Court), he is turned back from the door and is continuing in not (nonentity). The story of the person who knocked at a friend's door: his friend from within asked who he was: he said, “’Tis I,” and the friend answered, “Since thou art thou, I will not open the door: I know not any friend that is ‘I.’” A certain man came and knocked at a friend's door: his friend asked him, “Who art thou, O trusty one?” He answered, “I.” The friend said, “Begone, ’tis not the time (for thee to come in): at a table like this there is no place for the raw.” Save the fire of absence and separation, who (what) will cook the raw one? Who (what) will deliver him from hypocrisy? The wretched man went away, and for a year in travel (and) in separation from his friend he was burned with sparks of fire.",10
"That burned one was cooked: then he returned and again paced to and fro beside the house of his comrade. He knocked at the door with a hundred fears and respects, lest any disrespectful word might escape from his lips. His friend called to him, “Who is at the door?” He answered, “’Tis thou art at the door, O charmer of hearts.” “Now,” said the friend, “since thou art I, come in, O myself: there is not room in the house for two I's. The double end of thread is not for the needle: inasmuch as thou art single, come into this needle.”",10
"’Tis the thread that is connected with the needle: the eye of the needle is not suitable for the camel. How should the existence (body) of the camel be fined down save by the shears of ascetic exercises and works? For that, O reader, the hand (power) of God is necessary, for it is the Be, and it was (bringer into existence) of every (seemingly) impossible thing. By His hand every impossible thing is made possible; by fear of Him every unruly one is made quiet. What of the man blind from birth and the leper? Even the dead is made living by the spell of the Almighty,",10
"And that non-existence which is more dead than the dead— non-existence is compelled (to obey) when He calls it into being. Recite (the text), Every day He is (engaged) in some affair: do not deem Him idle and inactive. His least act, every day, is that He despatches three armies: One army from the loins (of the fathers) towards the mothers, in order that the plant may grow in the womb; One army from the wombs to the Earth, that the world may be filled with male and female;",10
"One army from the Earth (to what is) beyond death, that every one may behold the beauty of (good) works. This discourse hath no end. Come, hasten (back) to those two sincere and devoted friends. Description of Unification. His friend said to him, “Come in, O thou who art entirely myself, not different like the rose and thorn in the garden.” The thread has become single. Do not now fall into error if thou seest that the letters K and N are two.’ K and N are pulling like a noose, that they may draw non-existence into great affairs.",10
"Hence the noose must be double in (the world of) forms, though those two (letters) are single in effect. Whether the feet be two or four, they traverse one road, like the double shears (which) makes (but) one cut. Look at those two fellow-washermen: there is apparently a difference between that one and this: The one has thrown the cotton garments into the water, while the other partner is drying them. Again the former makes the dry clothes wet: ’tis as though he were spitefully thwarting his opposite;",10
"Yet these two opposites, who seem to be at strife, are of one mind and acting together in agreement. Every prophet and every saint hath a way (of religious doctrine and practice), but it leads to God: all (the ways) are (really) one. When slumber (heedlessness) overtook the concentration (attention) of the listener, the water carried the millstones away. The course of this water is above the mill: its going into the mill is for your sakes. Since ye had no further need of the mill, he (the prophet or saint) made the water flow back into the original stream.",10
"The rational spirit (the Logos) is (coming) to the mouth for the purpose of teaching: else (it would not come, for) truly that speech hath a channel apart: It is moving without noise and without repetitions (of sound) to the rose-gardens beneath which are the rivers. O God, do Thou reveal to the soul that place where speech is growing without letters, That the pure soul may make of its head a foot (fly headlong) towards the far stretching expanse of non-existence— An expanse very ample and spacious; and from it this phantasy and being (of ours) is fed.",10
"(The realm of) phantasies is narrower than non-existence (potential existence): on that account phantasy is the cause of pain. (The realm of actual) existence, again, was (ever) narrower than (the realm of) phantasy: hence in it moons become like the moon that has waned. Again, the existence of the world of sense and colour is narrower (than this), for ’tis a narrow prison. The cause of narrowness is composition (compoundness) and number (plurality): the senses are moving towards composition. Know that the world of Unification lies beyond sense: if you want Unity, march in that direction.",10
"The (Divine) Command KuN (Be) was a single act, and the (two letters) N and K occurred (only) in speech, while the (inward) meaning was pure (uncompounded). This discourse hath no end. Return, that (we may see) what happened to the wolf in combat (with the lion). How the lion punished the wolf who had shown disrespect in dividing (the prey). That haughty one tore off the head of the wolf, in order that two-headedness (dualism) and distinction might not remain (in being). ’Tis (the meaning of) So we took vengeance on them, O old wolf, inasmuch as thou wert not dead in the presence of the Amír. After that, the lion turned to the fox and said, “Divide it (the prey) for breakfast.”",10
"He bowed low and said, “This fat ox will be thy food at breakfast, O excellent King, And this goat will be a portion reserved for the victorious King at midday, And the hare too for supper—(to be) the repast at nightfall of the gracious and bountiful King.” Said the lion, “O fox, thou hast made justice shine forth: from whom didst thou learn to divide in such a manner? Whence didst thou learn this, O eminent one?” “O King of the world,” he replied, “(I learned it) from the fate of the wolf.”",10
"The lion said, “Inasmuch as thou hast become pledged to love of me, pick up all the three (animals), and take (them) and depart. O fox, since thou hast become entirely mine, how should I hurt thee when thou hast become myself? I am thine, and all the beasts of chase are thine: set thy foot on the Seventh Heaven and mount (beyond)! Since thou hast taken warning from (the fate of) the vile wolf, thou art not a fox: thou art my own lion. The wise man is he that in (the hour of) the shunned tribulation takes warning from the death of his friends.”",10
"The fox said (to himself), “A hundred thanks to the lion for having called me up after that wolf. If he had bidden me first, saying, ‘Do thou divide this,’ who would have escaped from him with his life?” Thanks be to Him (God), then, that He caused us to appear (be born) in the world after those of old, So that we heard of the chastisements which God inflicted upon the past generations in the preceding time, That we, like the fox, may keep better watch over ourselves from (considering) the fate of those ancient wolves.",10
"On this account he that is God's prophet and veracious in explanation called us “a people on which God has taken mercy.” Behold with clear vision the bones and fur of those wolves, and take warning, O mighty ones! The wise man will put off from his head (lay aside) this self-existence and wind (of vanity), since he heard (what was) the end of the Pharaohs and ‘Ád; And if he do not put it off, others will take warning from what befell him in consequence of his being misguided. How Noah, on whom be peace, threatened his people, saying, “Do not struggle with me, for I am (only) a veil: ye are really struggling with God (who is) within this (veil), O God-forsaken men!” Noah said, “O ye headstrong ones, I am not I: I am dead to the (animal) soul, I am living through the Soul of souls.",10
"Inasmuch as I am dead to the senses of the father of mankind (human sense perceptions), God has become my hearing and perception and sight. Since I am not I, this breath (of mine) is from Him: in the presence of this breath if any one breathes (a word) he is an infidel.” In the form of this fox there is the lion: ’tis not fitting to advance boldly towards this fox. Unless thou believe in him from his exterior aspect (accept him in the form in which he appears), thou wilt not hear from him the lions' roar. If Noah had not been the Eternal Lion, why should he have cast a whole world into confusion?",10
"He was hundreds of thousands of lions in a single body; he was like fire, and the world (like) a stack. Forasmuch as the stack neglected (to pay) the tithe due to him, he launched such a flame against that stack. Whosoever in the presence of this hidden Lion opens his mouth disrespectfully, like the wolf, That Lion will tear him to pieces, as (he tore) the wolf, and will recite to him (the text) So we took vengeance upon them. He will suffer blows, like the wolf, from the Lion's paw: foolish is he that waxed bold in the presence of the Lion.",10
"Would that those blows fell upon the body, so that it might be that (the sinner's) faith and heart would be safe! My power is broken (fails me) on reaching this point: how can I declare this mystery? Make little of your bellies, like that fox: do not play fox's tricks in His presence. Lay the whole of your “we” and “I” before Him: the kingdom is His kingdom: give the kingdom to Him. When ye become poor (selfless) in the right Way, verily the Lion and the Lion's prey are yours,",10
"Because He is holy, and Glory is His attribute: He hath no need of good things and kernel or rind. Every prize and every gift of grace that exists is for the sake of the servants of that King (God). The King hath no desire (for anything): He hath made all this empire for His creatures. Happy is he that knew! Of what use should the possession of empires be to Him who created (all) empire and the two worlds? In the presence of His Glory keep close watch over your hearts, lest ye be put to shame by thinking evil.",10
"For He sees conscience and thought and quest (desire) as (plainly) as a thread of hair in pure milk. He whose clear breast has become devoid of (any) image (impression) has become a mirror for the impressions of the Invisible. He becomes intuitively and undoubtingly aware of our inmost thought, because the true believer is the mirror of the true believer. When he rubs our (spiritual) poverty on the touchstone, then he knows the difference between faith and doubt. When his soul becomes the touchstone of the coin, then he will see (distinguish) the (true) heart and the false money (of hypocrisy). How kings seat in front of them the Súfís who know God, in order that their eyes may be illumined by (seeing) them.",10
"Such is the custom of kings: you will have heard of this, if you remember. The paladins stand on their left hand, because the heart (the seat of courage) is fixed on the left side (of the body). On the right hand are the chancellor and the secretaries, because the science of writing and book-keeping belongs (in practice) to this hand. They give the Súfís the place in front of their countenance, for they (the Súfís) are a mirror for the soul, and better than a mirror, (Since) they have polished their breasts (hearts) in commemoration (of God) and meditation, that the heart's mirror may receive the virgin (original) image.",10
"Whoever is born beautiful from the loins of Creation, a mirror must be placed before him. The beauteous face is in love with the mirror: it (such a face) is a polisher of the soul and (a kindler) of the fear of God in (men's) hearts. How the guest came to Joseph, on whom be peace, and how Joseph demanded of him a gift and present on his return fromabroad. The loving friend came from the ends of the earth and became the guest of Joseph the truthful, For they had been well acquainted in childhood, reclining (together) on the sofa of acquaintance. He spoke to him (Joseph) of the injustice and envy of his brethren: Joseph said, “That was (like) a chain, and I was the lion.",10
"The lion is not disgraced by the chain: I do not complain of God's destiny. If the lion had a chain on his neck, (yet) he was prince over all the chain-makers.” He asked, “How wert thou in regard to the prison and the well?” “Like the moon,” said Joseph, “in the interlunar period (when she is) on the wane.” If in that period the new moon is bent double, does not she at last become the full moon in the sky? Though the seed-pearl is pounded in the mortar, it becomes the light of eye and heart and looks aloft.",11
"They cast a grain of wheat under earth, then from its earth they raised up ears of corn; Once more they crushed it with the mill: its value increased and it became soul invigorating bread; Again they crushed the bread under their teeth: it became the mind and spirit and understanding of one endowed with reason; Again, when that spirit became lost in Love, it became (as that which) rejoiceth the sowers after the sowing. This discourse hath no end. Come back, that we may see what that good man said to Joseph.",11
"After he (Joseph) had told him his story, he (Joseph) said, “Now, O so-and-so, what traveller's gift hast thou brought for me?” To come empty-handed to the door of friends is like going without wheat to the mill. God, exalted is He, will say to the people at the gathering (for Judgement), “Where is your present for the Day of Resurrection? Ye have come to Us and alone without provision, just in the same guise as We created you. Hark, what have ye brought as an offering—a gift on homecoming for the Day when ye rise from the dead?",11
"Or had ye no hope of returning? Did the promise of (meeting Me) to-day seem vain to you?” Dost thou (O reader) disbelieve in the promise of being His guest? Then from the kitchen (of His bounty) thou wilt get (only) dust and ashes. And if thou art not disbelieving, how with such empty hands art thou setting foot in the Court of that Friend? Refrain thyself a little from sleep and food: bring the gift for thy meeting with Him. Become scant of sleep (like them that) were slumbering (but a small part of the night); in the hours of dawn be of (those who)were asking pardon of God.",11
"Stir a little, like the embryo, in order that thou mayst be given the senses which behold the Light, And (then) thou art outside of this womb-like world: thou goest from the earth into a wide expanse. Know that the saying, “God's earth is wide,” refers to that ample region into which the saints have entered. The heart is not oppressed by that spacious expanse: there the fresh boughs of the palm-tree do not become dry. At present thou art bearing (the burden of) thy senses: thou art becoming weary and exhausted and (ready to fall) headlong.",11
"Since, at the time of sleep, thou art borne (on high), and art not bearing (the burden), thy fatigue is gone and thou art free from pain and anguish. Regard the time of sleep as a (mere) taste (sample) in comparison with the state in which the saints are borne (on high). The saints are (like) the Men of the Cave, O obstinate one: they are asleep (even) in rising up and turning to and fro. He (God) is drawing them, without their taking trouble to act, without consciousness (on their part), to the right hand and to the left. What is that right hand? Good deeds. What is that left hand? The affairs of the body.",11
"These two (kinds of) actions proceed from the saints, (while) they are unconscious of them both, like the echo: If the echo causes thee to hear good and evil, the mountain itself is unconscious of either. How the guest said to Joseph, “I have brought thee the gift of a mirror, so that whenever thou lookest in it thou wilt seethine own fair face and remember me.” Joseph said, “Come, produce the gift.” He (the guest), on account of shame (confusion) at this demand, sobbed aloud. “How many a gift,” said he, “did I seek for thee! No (worthy) gift came into my sight. How should I bring a grain (of gold) to the mine? How should I bring a drop (of water) to the (Sea of) ‘Umán?",11
"I shall (only) bring cumin to Kirmán, if I bring my heart and soul (as a gift) to thee. There is no seed that is not in this barn, except thy beauty which hath no equal. I deemed it fitting that I should bring to thee a mirror like the (inward) light of a (pure) breast, That thou mayst behold thy beauteous face therein, O thou who, like the sun, art the candle of heaven. I have brought thee a mirror, O light (of mine eyes), so that when thou seest thy face thou mayst think of me.”",11
"He drew forth the mirror from beneath his arm: the fair one's business is with a mirror. What is the mirror of Being? Not-being. Bring not-being (as your gift), if you are not a fool. Being can be seen (only) in not-being: the rich bestow (exhibit) generosity on the poor. The clear mirror of bread is truly the hungry man; tinder, likewise, is the mirror of that (the stick or flint) from which fire is struck. Not-being and defect, wherever they arise (appear), are the mirror which displays the excellence of all crafts.",11
"When a garment is neat and well-stitched, how should it enable the tailor to exhibit his skill? Trunks of trees must be unhewn in order that the woodcutter may fashion the stem or the branches (and thus exercise his craft). The doctor who sets broken bones goes to the place where the person with the fractured leg is. How shall the excellence of the art of medicine be made manifest when there is no emaciated invalid? How shall the (power of the) Elixir be shown if the vileness and baseness of coppers is not notorious?",11
"Defects are the mirror of the quality of perfection, and that vileness is the mirror of power and glory, Because (every) contrary is certainly made evident by its contrary; because honey is perceived (to be sweet by contrast) with vinegar. Whoever has seen and recognised his own deficiency has ridden post-haste (made rapid progress) in perfecting himself. The reason why he (any one) is not flying towards the Lord of glory is that he supposes himself to be perfect. There is no worse malady in your soul, O haughty one, than the conceit of perfection.",11
